f1-Re,f1-Im,f2-Re,f2-Im,f3-Re,f3-Im,f4-Re,f4-Im,f5-Re,f5-Im,f6-Re,f6-Im,f7-Re,f7-Im,f8-Re,f8-Im,f9-Re,f9-Im,f10-Re,f10-Im,f11-Re,f11-Im,f12-Re,f12-Im,f13-Re,f13-Im,f14-Re,f14-Im,f15-Re,f15-Im,f16-Re,f16-Im,f17-Re,f17-Im,f18-Re,f18-Im,f19-Re,f19-Im,f20-Re,f20-Im,f21-Re,f21-Im,f22-Re,f22-Im,f23-Re,f23-Im,f24-Re,f24-Im,f25-Re,f25-Im,f26-Re,f26-Im,f27-Re,f27-Im,f28-Re,f28-Im,SoC,Battery,cycle
0.139033,-0.0593732,0.11613,-0.0454746,0.106709,-0.0375018,0.097984,-0.0291443,0.0918962,-0.0233149,0.0894381,-0.0210807,0.0830247,-0.015607,0.0800162,-0.0132032,0.0768372,-0.010802,0.0744129,-0.00912637,0.0733956,-0.00849396,0.0705633,-0.00705168,0.0690745,-0.00653781,0.0672777,-0.00608771,0.0656917,-0.00587734,0.0649495,-0.00584367,0.0646406,-0.00585231,0.0624005,-0.00600843,0.0609181,-0.00627689,0.0580117,-0.0066276,0.0567192,-0.0066651,0.0557057,-0.00668021,0.0552433,-0.00665309,0.0520842,-0.00627777,0.0502314,-0.00577893,0.0479558,-0.00464656,0.0459985,-0.0031054,0.0451646,-0.00218375,35,B09,2
0.136733,-0.0577806,0.114153,-0.0443007,0.10495,-0.0364745,0.0964893,-0.02826,0.090625,-0.022543,0.0882662,-0.0203559,0.0821205,-0.0150141,0.0792325,-0.0126812,0.0761978,-0.0103463,0.0738969,-0.0087285,0.0729258,-0.00810315,0.0702584,-0.00672439,0.0688434,-0.00625646,0.0671367,-0.00588265,0.0656109,-0.00571273,0.064882,-0.00571786,0.0645964,-0.00570268,0.0623784,-0.00591828,0.0609259,-0.00618521,0.058036,-0.00656618,0.0567324,-0.00663354,0.0557199,-0.00664122,0.0552803,-0.00663234,0.0521267,-0.00624339,0.0502676,-0.00572775,0.0479894,-0.00465279,0.0460429,-0.00313626,0.0451863,-0.0021923,40,B09,2
0.134789,-0.0562814,0.112575,-0.0432954,0.103567,-0.035629,0.0953247,-0.0275515,0.0896381,-0.0219396,0.087354,-0.0197995,0.08141,-0.0145632,0.0786248,-0.0122694,0.0757011,-0.00998962,0.0734883,-0.00839844,0.0725614,-0.00780102,0.0700208,-0.00649952,0.068653,-0.00603676,0.0670175,-0.00568322,0.06556,-0.00559441,0.0648312,-0.00556938,0.0645331,-0.00557912,0.0623943,-0.00586408,0.0609502,-0.00609877,0.0580547,-0.00652767,0.0567502,-0.00660865,0.0557338,-0.00661612,0.0552602,-0.00659925,0.0521493,-0.00625041,0.0502904,-0.00571927,0.0480374,-0.00464993,0.046068,-0.00310751,0.0452326,-0.00219967,45,B09,2
0.132782,-0.0556891,0.110892,-0.0426904,0.1021,-0.035015,0.0940762,-0.0269646,0.0885862,-0.0214063,0.0863739,-0.0192713,0.0806605,-0.0141243,0.0779794,-0.0118749,0.0751763,-0.00963643,0.0730551,-0.00808705,0.0721674,-0.00750581,0.0697372,-0.00623329,0.0684521,-0.00579101,0.0668756,-0.00548382,0.0654583,-0.00541555,0.0647773,-0.00541494,0.0644831,-0.00545999,0.0623616,-0.00576792,0.060936,-0.00609265,0.0580645,-0.00645469,0.0567613,-0.00656329,0.0557826,-0.00659053,0.0553196,-0.00657085,0.0521813,-0.00623607,0.0503367,-0.00572043,0.0480817,-0.0046549,0.0460936,-0.00314043,0.0452675,-0.00219538,50,B09,2
0.131378,-0.0565547,0.10966,-0.0429758,0.100995,-0.0351027,0.09314,-0.0268602,0.087787,-0.0212118,0.0856478,-0.019067,0.0800859,-0.0138839,0.0774833,-0.0116311,0.0747704,-0.00941746,0.0727231,-0.00787916,0.0718627,-0.00729639,0.0695335,-0.00604898,0.068294,-0.00563365,0.0667687,-0.00533375,0.065394,-0.00527977,0.0647281,-0.00530753,0.0644237,-0.00535545,0.0623261,-0.00566639,0.0609261,-0.00597413,0.0580829,-0.00643823,0.0567753,-0.00654546,0.0557842,-0.00654211,0.0553547,-0.00651911,0.0522181,-0.00620979,0.050355,-0.00570102,0.0481059,-0.00464242,0.0461216,-0.00313868,0.0452889,-0.00219917,55,B09,2
0.161622,-0.0820203,0.133782,-0.0606278,0.121902,-0.0498078,0.110542,-0.0389123,0.102357,-0.0313729,0.0989875,-0.0284389,0.09021,-0.0213342,0.0860148,-0.0182082,0.0815145,-0.015094,0.0779792,-0.0128943,0.0764535,-0.0120214,0.0722266,-0.00985365,0.0700364,-0.00883431,0.0676276,-0.00775412,0.0657345,-0.00700348,0.0649083,-0.00674155,0.0645682,-0.00665587,0.0622768,-0.00650926,0.0607215,-0.00660736,0.057753,-0.00672255,0.0564345,-0.0067367,0.05546,-0.00665251,0.0549917,-0.00665919,0.051906,-0.00612236,0.0501225,-0.00550339,0.0479786,-0.0043694,0.046165,-0.00283076,0.0453775,-0.00191626,5,B09,2
0.132339,-0.0650513,0.109666,-0.0474044,0.100816,-0.0380717,0.0928233,-0.0286624,0.0874221,-0.0223311,0.0852709,-0.0199604,0.0797004,-0.0142791,0.0771146,-0.0118697,0.0744298,-0.00951718,0.0724079,-0.00790073,0.0715551,-0.00729605,0.0692742,-0.00600193,0.0680633,-0.00555776,0.0665877,-0.00525547,0.0652306,-0.00520965,0.0645827,-0.0052525,0.0643032,-0.00527126,0.0622175,-0.00562429,0.0607968,-0.00598571,0.0580012,-0.00637155,0.0567483,-0.00645785,0.0557558,-0.00650796,0.0553079,-0.00649887,0.052226,-0.00616919,0.0503726,-0.00569971,0.0480946,-0.00464476,0.0461226,-0.00313448,0.0452863,-0.00220658,60,B09,2
0.132038,-0.0656367,0.109206,-0.0474727,0.100318,-0.0380322,0.092311,-0.0285757,0.0869128,-0.0222476,0.0847744,-0.0198592,0.0792414,-0.0142056,0.0766791,-0.0117994,0.0740036,-0.00944888,0.0719901,-0.00783912,0.0711559,-0.00723265,0.0688899,-0.00591412,0.0677156,-0.00547524,0.0662642,-0.00518004,0.0649463,-0.00513995,0.0643077,-0.00513767,0.0640346,-0.00516683,0.0620039,-0.00554662,0.0606086,-0.00580607,0.0578724,-0.00624593,0.0566078,-0.00636939,0.0556765,-0.00639818,0.0551778,-0.00642013,0.05212,-0.00612934,0.0503127,-0.00565511,0.0480483,-0.00462343,0.0460781,-0.0030978,0.0452256,-0.0022045,65,B09,2
0.12946,-0.0606486,0.107067,-0.0445014,0.0984282,-0.0357718,0.0907553,-0.0269419,0.0856042,-0.0210066,0.0835643,-0.0187732,0.0783036,-0.0134623,0.0758597,-0.0112017,0.0733016,-0.00897342,0.0713864,-0.00744937,0.0705965,-0.00688962,0.0684389,-0.0056377,0.0673043,-0.00521351,0.0659389,-0.00497536,0.064676,-0.00494689,0.0640604,-0.004995,0.0637727,-0.00502457,0.0618174,-0.00536446,0.0604756,-0.00570941,0.0577442,-0.00616688,0.0565313,-0.00628418,0.0555813,-0.00633652,0.0551229,-0.00632771,0.0521059,-0.0060828,0.0502673,-0.00561902,0.0480112,-0.00461128,0.0460175,-0.00309893,0.0451658,-0.00218721,70,B09,2
0.127513,-0.0581628,0.105607,-0.0429493,0.0972157,-0.0345701,0.089781,-0.0260241,0.0848216,-0.0202718,0.0828623,-0.0181134,0.077803,-0.0129729,0.0754513,-0.0107961,0.0729957,-0.00865814,0.0711516,-0.00719147,0.0703797,-0.00664351,0.068303,-0.00544692,0.0672171,-0.00504291,0.0659034,-0.00483001,0.0646632,-0.00483467,0.0640572,-0.00485259,0.0638124,-0.00493506,0.0618607,-0.00531111,0.0605209,-0.00569307,0.0578324,-0.00615997,0.0565776,-0.00628985,0.0556297,-0.00633498,0.0551972,-0.00635019,0.0521007,-0.00608971,0.0502815,-0.00565373,0.0480037,-0.00463791,0.0460124,-0.00314841,0.045163,-0.00222695,75,B09,2
0.125515,-0.0559269,0.104067,-0.0413772,0.0958966,-0.0332509,0.0887448,-0.0250044,0.0839817,-0.0194339,0.0821005,-0.0173503,0.077275,-0.0124183,0.0750296,-0.0103284,0.0726815,-0.00828145,0.0709163,-0.006886,0.0701905,-0.00636304,0.0682115,-0.00523203,0.0671628,-0.00485825,0.0658953,-0.00467442,0.0646952,-0.00470919,0.064134,-0.00478804,0.0638746,-0.00480922,0.061948,-0.00526644,0.0606279,-0.00565534,0.0579258,-0.00618071,0.0566709,-0.00631464,0.055714,-0.00636781,0.055267,-0.0063846,0.0522054,-0.00612783,0.0503303,-0.00570368,0.048013,-0.00470176,0.0460038,-0.00319834,0.0451516,-0.00227362,80,B09,2
0.123506,-0.053602,0.102656,-0.0398213,0.0947538,-0.0320215,0.0878513,-0.0240353,0.0832888,-0.0186545,0.0814943,-0.0166462,0.0768879,-0.011898,0.0747454,-0.00988611,0.0725072,-0.00794307,0.0708187,-0.00660735,0.0701215,-0.00611,0.0682129,-0.00503128,0.0672117,-0.00469482,0.065989,-0.00452429,0.0648567,-0.00461538,0.0642746,-0.00470203,0.0640152,-0.00473232,0.0621383,-0.00522144,0.0607955,-0.00564316,0.0580848,-0.00619468,0.0568167,-0.00633993,0.0558547,-0.00642469,0.0554086,-0.00643717,0.0523229,-0.00619893,0.050418,-0.00577331,0.0480808,-0.00475206,0.0460535,-0.00326552,0.045164,-0.0023235,85,B09,2
0.121127,-0.0515648,0.101201,-0.0383362,0.0936912,-0.030775,0.087147,-0.0230206,0.0828316,-0.0178278,0.0811421,-0.015879,0.0767994,-0.0113171,0.0747823,-0.00940195,0.072672,-0.00755056,0.0710686,-0.00629278,0.0704078,-0.00583682,0.0685903,-0.00484061,0.0676293,-0.00455352,0.0664395,-0.00442959,0.0653244,-0.00452389,0.0647539,-0.00466882,0.0645047,-0.00471059,0.0626112,-0.00527073,0.061264,-0.00572129,0.0584519,-0.0063325,0.0571683,-0.0064832,0.0561976,-0.00658487,0.0557576,-0.00657986,0.0525382,-0.00637639,0.0506166,-0.00594046,0.0482205,-0.00491236,0.0461585,-0.00338937,0.0452458,-0.0024507,90,B09,2
0.11781,-0.0497146,0.0986333,-0.0367983,0.0914698,-0.0294458,0.085316,-0.0218995,0.0813103,-0.0168456,0.0797624,-0.0149771,0.0757789,-0.0105787,0.0739346,-0.00876276,0.0719927,-0.00703089,0.0705294,-0.00586334,0.0698985,-0.00543787,0.0682089,-0.00453821,0.0673219,-0.0042823,0.0662029,-0.00419276,0.0651398,-0.00434106,0.064605,-0.00447761,0.0643719,-0.00456701,0.0625309,-0.0051636,0.061225,-0.00562366,0.0584614,-0.00625533,0.0571554,-0.00643638,0.0561762,-0.00655065,0.0557374,-0.00653748,0.0525452,-0.00638101,0.0506119,-0.00593298,0.048226,-0.00494025,0.0461281,-0.00342166,0.045235,-0.00248276,95,B09,2
0.252749,-0.373443,0.191369,-0.234534,0.166299,-0.189323,0.136965,-0.133294,0.116909,-0.0969447,0.109349,-0.0835376,0.0920807,-0.0515378,0.0854768,-0.0387834,0.0796373,-0.0271723,0.0758718,-0.0198111,0.0744514,-0.0171886,0.0709635,-0.0115027,0.0693614,-0.00946894,0.06757,-0.00780407,0.0660414,-0.00692682,0.0653524,-0.00674881,0.0650377,-0.00668057,0.0627776,-0.00674499,0.061146,-0.00700158,0.0579415,-0.00733105,0.0564667,-0.0073957,0.055377,-0.00736042,0.0548631,-0.00733462,0.0513788,-0.00682185,0.0493617,-0.00610108,0.046979,-0.0048066,0.0449687,-0.00305437,0.0441079,-0.00200881,100,B10,1
0.166757,-0.0776398,0.13896,-0.0587477,0.127051,-0.0488501,0.115474,-0.0387248,0.106992,-0.0315536,0.103495,-0.0287225,0.0943589,-0.0216908,0.0900276,-0.0185274,0.0854127,-0.0153364,0.0818202,-0.013067,0.0802881,-0.0121721,0.0760625,-0.0100318,0.0738652,-0.00905402,0.0714019,-0.00808814,0.069408,-0.00749683,0.068534,-0.00734237,0.0681518,-0.00726897,0.0655201,-0.00731094,0.0637095,-0.00746699,0.0602834,-0.00770967,0.058723,-0.00771811,0.0575689,-0.0076295,0.0570427,-0.00757885,0.0534928,-0.00685301,0.0515393,-0.00603401,0.0492687,-0.00466431,0.0473818,-0.00292876,0.0465775,-0.00191398,10,B10,1
0.162166,-0.0737392,0.135452,-0.0560397,0.124037,-0.0466271,0.112971,-0.0369287,0.104907,-0.030072,0.101589,-0.0273646,0.0928886,-0.0206198,0.0887818,-0.017595,0.0844208,-0.0145232,0.0810514,-0.0123583,0.0796192,-0.0115069,0.0756545,-0.00950836,0.0735966,-0.00863728,0.0712279,-0.00781049,0.0692835,-0.00730992,0.0684117,-0.00715382,0.0680236,-0.00709606,0.0654123,-0.00723151,0.0636459,-0.00741245,0.0602458,-0.00766431,0.0586981,-0.00768602,0.0575269,-0.00761953,0.0570167,-0.00756818,0.0534374,-0.00681872,0.05147,-0.00604969,0.049202,-0.00468317,0.0473012,-0.00296445,0.046496,-0.0019464,15,B10,1
0.157435,-0.069422,0.131755,-0.0530492,0.120875,-0.0441552,0.110384,-0.0349225,0.102774,-0.0284121,0.0996393,-0.0258495,0.0914452,-0.0194471,0.0875663,-0.0165513,0.083488,-0.0136532,0.0803488,-0.0115889,0.0790072,-0.0107864,0.0753292,-0.00894355,0.0733944,-0.00818841,0.0711578,-0.00749168,0.0692808,-0.00707968,0.0683879,-0.0070005,0.0680519,-0.00697802,0.0654349,-0.00713387,0.0636404,-0.00735852,0.0602365,-0.00766552,0.0586778,-0.0076948,0.0575202,-0.00763933,0.0569819,-0.00758701,0.0534074,-0.00686177,0.0514516,-0.00608962,0.0491519,-0.00474163,0.0472158,-0.00301057,0.0464118,-0.00199596,20,B10,1
0.153747,-0.06661,0.128849,-0.051025,0.118372,-0.0424475,0.108323,-0.0335064,0.101055,-0.0272061,0.0980668,-0.0247313,0.090274,-0.0185601,0.0865853,-0.0157744,0.0827216,-0.0129797,0.0797532,-0.010998,0.0785076,-0.0102458,0.0750397,-0.00849945,0.0732167,-0.00783783,0.0710805,-0.0072308,0.0692445,-0.00690326,0.0683801,-0.00685169,0.0680185,-0.00681131,0.0654276,-0.00704893,0.0636748,-0.00731758,0.0602705,-0.00762345,0.0587197,-0.00766316,0.0575584,-0.00762412,0.0570191,-0.00755925,0.0534511,-0.00690108,0.0514539,-0.0061308,0.0491275,-0.00478508,0.047195,-0.00302948,0.0463624,-0.00204385,25,B10,1
0.150158,-0.0644799,0.125728,-0.0492842,0.115595,-0.0408669,0.105971,-0.0321147,0.0990733,-0.0259744,0.0962544,-0.0235817,0.0888849,-0.0176215,0.0854095,-0.0149379,0.0817758,-0.0122441,0.0789992,-0.0103614,0.0778431,-0.00964133,0.0746196,-0.00802071,0.0729054,-0.00742467,0.0708608,-0.00690378,0.0691231,-0.00670115,0.0682828,-0.00666109,0.0679307,-0.00666668,0.0653497,-0.00696242,0.0636349,-0.00719829,0.0602423,-0.00757217,0.0587315,-0.00760451,0.0575534,-0.00760519,0.0570267,-0.00753092,0.0534621,-0.00688115,0.0514638,-0.00613097,0.0491353,-0.004811,0.0471628,-0.00307922,0.04635,-0.00204584,30,B10,1
0.147139,-0.0626974,0.123286,-0.0479276,0.113455,-0.0396659,0.104177,-0.0310749,0.0975634,-0.0250559,0.0948724,-0.0227107,0.0878309,-0.0169,0.0845257,-0.014305,0.0810676,-0.0116955,0.0784355,-0.00987342,0.0773292,-0.00918335,0.0742903,-0.00764226,0.072688,-0.00711334,0.0707539,-0.00669515,0.0690129,-0.00648366,0.0682142,-0.00651477,0.0678593,-0.00653223,0.0653263,-0.00681746,0.0636099,-0.00714985,0.0602447,-0.00751169,0.058714,-0.00756292,0.0575766,-0.00755006,0.0570265,-0.00750939,0.0534895,-0.0068344,0.051477,-0.00612786,0.0491327,-0.00479183,0.0471838,-0.00306777,0.046368,-0.00205068,35,B10,1
0.144201,-0.0608355,0.120757,-0.0464661,0.11123,-0.0383664,0.102295,-0.0299345,0.0959755,-0.0240681,0.0933931,-0.021789,0.0866947,-0.0161506,0.0835566,-0.0136469,0.0802789,-0.0111341,0.077799,-0.00937363,0.0767613,-0.00871516,0.0739023,-0.00725775,0.0723982,-0.00676827,0.0705463,-0.00639846,0.0688939,-0.00628351,0.0681006,-0.00632072,0.0677723,-0.00639642,0.0652795,-0.00671352,0.0635645,-0.00705944,0.0602153,-0.00747583,0.0587066,-0.00751523,0.0575588,-0.00747926,0.0570203,-0.00744071,0.0535073,-0.00683041,0.0515053,-0.0061188,0.0491805,-0.00479253,0.0472002,-0.00307912,0.0463815,-0.00206601,40,B10,1
0.141708,-0.059007,0.118767,-0.0451899,0.109476,-0.0372824,0.100833,-0.0290401,0.0947491,-0.0232852,0.0922741,-0.0210689,0.0858398,-0.0155741,0.0828286,-0.0131341,0.0796875,-0.0106866,0.0773251,-0.00900109,0.0763289,-0.0083487,0.0736196,-0.00697386,0.0721874,-0.00651622,0.0704327,-0.00621512,0.0688065,-0.00613664,0.068049,-0.00618554,0.067697,-0.00622359,0.0652716,-0.00660745,0.0635681,-0.00695079,0.0602397,-0.00741593,0.0587334,-0.00748468,0.0575995,-0.00746178,0.057064,-0.0074004,0.05355,-0.00681778,0.051539,-0.0061062,0.0491993,-0.00478128,0.0472526,-0.00306834,0.0464072,-0.00205176,45,B10,1
0.139539,-0.0583001,0.116935,-0.0444447,0.107862,-0.0365465,0.0994638,-0.0283254,0.0935868,-0.0226271,0.0912197,-0.0204359,0.0850309,-0.0150452,0.0821514,-0.0126557,0.079145,-0.0102754,0.0768871,-0.00863229,0.0759441,-0.0080032,0.0733596,-0.00666635,0.0720007,-0.00623755,0.0703065,-0.00596204,0.0687734,-0.00595945,0.0680151,-0.00603511,0.0676987,-0.00610583,0.0652834,-0.00652579,0.0636176,-0.00689371,0.0602701,-0.00737027,0.0587845,-0.00744203,0.0576346,-0.00741644,0.0570974,-0.00740884,0.0535941,-0.006806,0.0515851,-0.00609564,0.0492668,-0.00478574,0.0472866,-0.00306551,0.0464726,-0.00207928,50,B10,1
0.139028,-0.059923,0.116461,-0.0452184,0.107449,-0.0369804,0.0991263,-0.0284767,0.0933397,-0.0226248,0.090997,-0.0203822,0.0849397,-0.0149006,0.0821117,-0.0124909,0.0791784,-0.0101055,0.0769839,-0.00846098,0.0760657,-0.00784687,0.0735604,-0.00654238,0.0722418,-0.00614656,0.070601,-0.00590018,0.0690624,-0.00592202,0.06833,-0.00602573,0.0679897,-0.00605828,0.0655415,-0.00654919,0.0638554,-0.00695544,0.0605056,-0.00744013,0.0589673,-0.00751476,0.0578289,-0.0074998,0.0572892,-0.00748343,0.0537209,-0.00687918,0.0517108,-0.00614917,0.0493653,-0.00484653,0.0473848,-0.00312069,0.0465494,-0.00209672,55,B10,1
0.173485,-0.0850875,0.143835,-0.0635379,0.131098,-0.0526251,0.118719,-0.0416228,0.109656,-0.0338669,0.105906,-0.0307863,0.09615,-0.0232236,0.0915255,-0.0198414,0.0865775,-0.0164424,0.0827102,-0.0140242,0.0810616,-0.0130806,0.0764738,-0.0106864,0.0741347,-0.00957811,0.0715747,-0.0084289,0.069536,-0.00769622,0.0686386,-0.00748657,0.0682586,-0.00743511,0.0656174,-0.00742924,0.0638314,-0.0075588,0.0603674,-0.00775661,0.0587836,-0.00775552,0.0576458,-0.00768475,0.0570788,-0.00760857,0.0535555,-0.00680203,0.0515871,-0.00598601,0.049343,-0.00459169,0.0475057,-0.0028687,0.0467073,-0.00186886,5,B10,1
0.13947,-0.0670306,0.116089,-0.04915,0.106873,-0.0396904,0.0984332,-0.0301199,0.0926136,-0.0236218,0.0902811,-0.0211587,0.0842565,-0.015223,0.0814615,-0.012662,0.0785825,-0.010151,0.0764217,-0.00844303,0.0755342,-0.00781187,0.073091,-0.00644763,0.0718077,-0.00601394,0.0702177,-0.00577308,0.0687346,-0.00579515,0.0679877,-0.00587191,0.0676786,-0.00594784,0.0652842,-0.00642005,0.0636474,-0.00681446,0.0603538,-0.00732253,0.0588559,-0.00738546,0.0577037,-0.00738569,0.0572023,-0.00736672,0.0536761,-0.00678738,0.0516757,-0.0060909,0.0493318,-0.00480524,0.0473569,-0.00309438,0.0465197,-0.00208125,60,B10,1
0.138975,-0.0673687,0.115461,-0.0487605,0.106334,-0.039217,0.0979997,-0.0297115,0.0922735,-0.0232811,0.0899844,-0.0208515,0.0840503,-0.0150082,0.0812975,-0.0124877,0.078459,-0.0100194,0.0763205,-0.0083347,0.0754324,-0.00770728,0.0730301,-0.00635749,0.0717486,-0.0059242,0.0702046,-0.00570681,0.0687506,-0.00573652,0.0680171,-0.00583964,0.067706,-0.00586985,0.0653332,-0.00641642,0.063684,-0.00678264,0.0603882,-0.00731545,0.0588906,-0.00740404,0.0577521,-0.00740509,0.0572298,-0.00735311,0.0537254,-0.00684609,0.0517134,-0.00610612,0.0493574,-0.00481862,0.047358,-0.00312651,0.0465434,-0.00212416,65,B10,1
0.135358,-0.063413,0.11231,-0.0461043,0.103513,-0.0370832,0.0955857,-0.0280496,0.0901842,-0.0219595,0.0880407,-0.0196637,0.0824624,-0.0141465,0.0798794,-0.0117731,0.0772004,-0.00944844,0.0751832,-0.00785317,0.0743537,-0.00725214,0.0720828,-0.00597632,0.0709083,-0.00559692,0.0694287,-0.00537686,0.0680637,-0.00542254,0.0674021,-0.00556168,0.0670883,-0.00561278,0.064824,-0.00617748,0.0632172,-0.0065201,0.0600705,-0.00706722,0.0586104,-0.00716462,0.0575501,-0.00719675,0.0569879,-0.00717345,0.0535578,-0.00667536,0.0515626,-0.00601786,0.0492205,-0.0047766,0.0472462,-0.00307831,0.0463993,-0.00207149,70,B10,1
0.134413,-0.0604507,0.111842,-0.0445174,0.103209,-0.035924,0.0954454,-0.0272283,0.090167,-0.0213306,0.0880653,-0.0191149,0.082623,-0.0137595,0.0801041,-0.0114577,0.0774887,-0.00920227,0.0755306,-0.00766944,0.0747096,-0.00709645,0.072497,-0.0058794,0.0713222,-0.00550031,0.0698927,-0.00534714,0.068545,-0.00546094,0.0678378,-0.0055361,0.0675357,-0.00560465,0.0652591,-0.00624863,0.0636627,-0.00659402,0.0603971,-0.00720627,0.0589195,-0.00732274,0.0577862,-0.00734423,0.0572745,-0.00733852,0.0537478,-0.00682027,0.0517418,-0.00613555,0.0493426,-0.00486677,0.0473409,-0.00316242,0.0464763,-0.00216301,75,B10,1
0.131676,-0.0576478,0.109774,-0.0425723,0.101449,-0.0343268,0.0940154,-0.0259475,0.089006,-0.0203036,0.0870163,-0.0181712,0.0818776,-0.013058,0.0795,-0.0108713,0.0770192,-0.00874152,0.0751531,-0.00727869,0.0743941,-0.00675063,0.072298,-0.00561261,0.0711973,-0.00528108,0.0698183,-0.00513176,0.0685012,-0.00529595,0.0678386,-0.00542893,0.067543,-0.00547618,0.0652938,-0.00613581,0.0636994,-0.00663853,0.0604575,-0.00719188,0.0589834,-0.00733338,0.0578223,-0.00732747,0.057325,-0.0073392,0.0537551,-0.00686067,0.051769,-0.00617631,0.049363,-0.00492034,0.0473452,-0.00319948,0.0464765,-0.00219646,80,B10,1
0.128736,-0.0547287,0.107624,-0.0406143,0.0996327,-0.0327491,0.0925573,-0.0247158,0.0878184,-0.0192866,0.0859483,-0.0172432,0.081119,-0.0123714,0.0788751,-0.0102953,0.0765414,-0.00828328,0.0747823,-0.00692005,0.0740479,-0.00640789,0.0720657,-0.00535628,0.0710008,-0.00504975,0.0696948,-0.00495795,0.0684294,-0.00513926,0.067789,-0.00526371,0.0674829,-0.00533673,0.0653073,-0.00607067,0.0637277,-0.00654719,0.0605131,-0.00714904,0.0590402,-0.00727432,0.0578823,-0.00730835,0.0573811,-0.00732747,0.0538304,-0.00685087,0.0518134,-0.00619109,0.0493954,-0.00494052,0.047351,-0.00323749,0.0464872,-0.00223125,85,B10,1
0.124799,-0.0520184,0.104783,-0.0385569,0.0972735,-0.0310154,0.0906668,-0.0232923,0.0862827,-0.0180799,0.0845628,-0.0161387,0.0801313,-0.011509,0.078076,-0.00957303,0.0759313,-0.00770514,0.0743087,-0.00644468,0.0736223,-0.00598067,0.0717574,-0.00502233,0.07077,-0.00475278,0.0695545,-0.00472455,0.068346,-0.004908,0.0677399,-0.00510365,0.067466,-0.00517654,0.0653132,-0.00590404,0.063715,-0.00643682,0.0605671,-0.00711237,0.0590771,-0.00727382,0.0579488,-0.00731667,0.05742,-0.00729865,0.0538937,-0.00687719,0.0518499,-0.00620976,0.0494233,-0.00497125,0.0473574,-0.00328571,0.0464775,-0.0022708,90,B10,1
0.121134,-0.0532085,0.102022,-0.0385198,0.0949687,-0.0306691,0.088812,-0.0227445,0.084757,-0.0174651,0.0831819,-0.0155182,0.079109,-0.0109171,0.0772151,-0.0090278,0.0752506,-0.00722938,0.0737501,-0.00603653,0.0731193,-0.00560715,0.0713957,-0.00472729,0.070468,-0.00450281,0.0693207,-0.00449853,0.0681738,-0.00470251,0.0675892,-0.0049191,0.0673272,-0.00501215,0.0652533,-0.00576607,0.0636983,-0.00628915,0.0605481,-0.00704409,0.0591133,-0.00720967,0.0579742,-0.00725602,0.0574407,-0.00725577,0.0539007,-0.0068428,0.0518497,-0.00621318,0.0494158,-0.00499503,0.0473433,-0.00331734,0.0464636,-0.00230201,95,B10,1
0.190085,-0.236209,0.156204,-0.154287,0.138409,-0.117929,0.120141,-0.0850897,0.106668,-0.0637842,0.101305,-0.0558753,0.0880134,-0.0364219,0.0825196,-0.0282622,0.0774313,-0.0204762,0.074092,-0.0153263,0.0728376,-0.013443,0.0697678,-0.00930146,0.0683375,-0.00780266,0.0667617,-0.00662376,0.0653866,-0.00601348,0.0647108,-0.00583011,0.0644727,-0.0058092,0.0624565,-0.00587405,0.061049,-0.00611305,0.0582567,-0.00647724,0.0569765,-0.0065102,0.0559812,-0.00656848,0.0555293,-0.0065467,0.0524281,-0.00622261,0.050581,-0.00570264,0.0483429,-0.00465635,0.046395,-0.00317092,0.0455594,-0.00228099,100,B10,2
0.166299,-0.0755945,0.139063,-0.0574751,0.12737,-0.0478739,0.116008,-0.0379763,0.107717,-0.0310024,0.104277,-0.0282426,0.0952708,-0.0214556,0.090945,-0.0183969,0.0863228,-0.0153218,0.0827047,-0.01312,0.0811547,-0.0122553,0.0768244,-0.0101182,0.07459,-0.00915144,0.0720887,-0.0081642,0.0700634,-0.00745461,0.0691832,-0.00726589,0.0688318,-0.00721861,0.0662509,-0.00716458,0.0645249,-0.00729532,0.0611816,-0.00753288,0.0596986,-0.00754654,0.0585327,-0.0074946,0.0580438,-0.00744012,0.0545846,-0.0067979,0.0526651,-0.00606285,0.0504432,-0.00480364,0.0485664,-0.00324321,0.0477743,-0.00236109,10,B10,2
0.161703,-0.0723803,0.135462,-0.0551309,0.124233,-0.0458874,0.113368,-0.0363179,0.105476,-0.0295687,0.102221,-0.0269241,0.0936801,-0.0203672,0.0896112,-0.0174323,0.0852572,-0.0144616,0.081875,-0.0123596,0.0804317,-0.0115415,0.0763965,-0.00956031,0.0742817,-0.00868216,0.0719119,-0.00784294,0.0699303,-0.00724809,0.0690739,-0.00709459,0.0686744,-0.00703654,0.0661374,-0.00705991,0.0644511,-0.00724469,0.0611241,-0.00746731,0.0596368,-0.00750536,0.0585276,-0.00744219,0.0580264,-0.00741949,0.0545404,-0.00677606,0.0526169,-0.00606793,0.0503794,-0.00483353,0.0484992,-0.00327341,0.0477065,-0.00239957,15,B10,2
